Fecha,Temp_Max_Real,Humidity_Real,Wind_Speed_Real,Pressure_Real
2025-01-27,10.0,74.60875,44.448,981.418151875
2025-01-28,10.0,82.41714285714286,33.336,983.9121590000001
2025-01-29,9.0,81.74083333333333,24.076,1003.0275530625
2025-01-30,8.0,70.83041666666666,20.372,1019.6773038958335
2025-01-31,7.0,89.38708333333334,12.964,1024.9120984375002
2025-02-01,6.0,85.7425,14.816,1029.0180963125001
2025-02-02,8.0,81.964375,12.964,1023.0919138125
2025-02-03,9.0,87.69958333333334,14.816,1024.6157893125
2025-02-04,10.0,82.19708333333334,24.076,1023.3458930625001
2025-02-05,10.0,76.62104166666667,18.52,1037.5193462083332
2025-02-06,8.0,79.763125,24.076,1041.4842445
2025-02-07,5.0,83.47729166666667,37.04,1024.8344936666667
2025-02-08,6.0,92.34520833333333,24.076,1018.245143125
2025-02-09,6.0,89.505,20.372,1027.7058701875
2025-02-10,5.0,83.96895833333333,22.224,1023.5363775000001
2025-02-11,5.0,89.89541666666668,11.112,1018.1816483125
2025-02-12,6.0,83.45562500000001,14.816,1019.3245549375
2025-02-13,5.0,73.68229166666667,16.668,1023.5575424375
2025-02-14,5.0,66.51145833333334,24.076,1024.97559325
2025-02-15,6.0,79.71604166666667,24.076,1020.2134823125001
2025-02-16,4.0,73.33770833333334,27.78,1020.6367810625001
2025-02-17,5.0,72.43541666666667,27.78,1022.3511410000001
2025-02-18,6.0,73.99854166666667,29.632,1020.5309563750001
2025-02-19,8.0,77.659375,22.224,1015.9804948125001
2025-02-20,13.0,89.94937499999999,29.632,1014.30846475
2025-02-21,16.0,83.07979166666667,29.632,1010.0684222708334
2025-02-22,14.0,84.00145833333333,18.52,1013.3560425625001
2025-02-23,11.0,82.155,31.484,1019.7901835625001
2025-02-24,14.0,84.12604166666667,24.076,1011.5781878125
2025-02-25,11.0,74.29395833333334,18.52,1013.5465270000001
2025-02-26,9.0,83.775625,24.076,1013.1161732708333
2025-02-27,10.0,71.22854166666666,22.224,1019.6208640625
2025-02-28,9.0,72.01791666666666,11.112,1029.1450859375
2025-03-01,9.0,83.66479166666666,12.964,1034.28816575
2025-03-02,10.0,81.30541666666666,14.816,1034.0130215625
2025-03-03,12.0,71.67166666666667,9.26,1029.589549625
2025-03-04,14.0,64.03041666666667,12.964,1026.0126751875
2025-03-05,15.0,65.4375,14.816,1021.6526980625
2025-03-06,17.0,62.399166666666666,20.372,1013.96982575
2025-03-07,17.0,66.77583333333334,18.52,1011.7263423750001
2025-03-08,17.0,68.33395833333334,24.076,1008.2059077708333
2025-03-09,16.0,68.17770833333334,25.928,1003.006388125
2025-03-10,13.0,73.82479166666667,16.668,1003.6625011875
2025-03-11,8.0,68.37125,22.224,1007.5145198125
2025-03-12,8.0,71.24833333333333,18.52,1003.1122128124999
2025-03-13,7.0,81.869375,25.928,1003.937645375
2025-03-14,8.0,74.57916666666667,22.224,1011.4935280625
2025-03-15,8.0,64.20604166666666,27.78,1021.7796876875
2025-03-16,9.0,68.34770833333333,24.076,1025.14491275
2025-03-17,8.0,73.55729166666667,27.78,1027.9598494375
2025-03-18,10.0,64.11229166666666,35.188,1024.0231710625
2025-03-19,18.0,66.20041666666667,12.964,1020.700275875
